Review,Liked,reviews_cleaned
"Good food , good service .",1,good food good service
It was absolutely amazing.,1,it was absolutely amazing
"I probably won't be back, to be honest.",0,i probably will not be back to be honest
will definitely be back!,1,will definitely be back
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,hawaiian breeze mango magic and pineapple delight are the smoothies that i have tried so far and they are all good
Went for lunch - service was slow.,0,went for lunch service was slow
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed
I was mortified.,0,i was mortified
"Needless to say, we will never be back here again.",0,needless to say we will never be back here again
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,anyways the food was definitely not filling at all and for the price you pay you should expect more
"The chips that came out were dripping with grease, and mostly not edible.",0,the chips that came out were dripping with grease and mostly not edible
I wasn't really impressed with Strip Steak.,0,i was not really impressed with strip steak
Have been going since 2007 and every meal has been awesome!!,1,have been going since 2007 and every meal has been awesome
Our server was very nice and attentive as were the other serving staff.,1,our server was very nice and attentive as were the other serving staff
The cashier was friendly and even brought the food out to me.,1,the cashier was friendly and even brought the food out to me
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer
The atmosphere here is fun.,1,the atmosphere here is fun
Would not recommend to others.,0,would not recommend to others
"Service is quick and even ""to go"" orders are just like we like it!",1,service is quick and even `` to go '' orders are just like we like it
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,i mean really how do you get so famous for your fish and chips when it is so terrible
"That said, our mouths and bellies were still quite pleased.",1,that said our mouths and bellies were still quite pleased
Not my thing.,0,not my thing
2 Thumbs Up!!,1,2 thumbs up
If you are reading this please don't go there.,0,if you are reading this please do not go there
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,i loved the grilled pizza reminded me of legit italian pizza
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,only pros large seating area/ nice bar area/ great simple drink menu/ the best brick oven pizza with homemade dough
They have a really nice atmosphere.,1,they have a really nice atmosphere
Tonight I had the Elk Filet special...and it sucked.,0,tonight i had the elk filet special ... and it sucked
"After one bite, I was hooked.",1,after one bite i was hooked
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything
"Cute, quaint, simple, honest.",1,cute quaint simple honest
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside
"The food was great as always, compliments to the chef.",1,the food was great as always compliments to the chef
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,special thanks to dylan t. for the recommendation on what to order all yummy for my tummy
Awesome selection of beer.,1,awesome selection of beer
Great food and awesome service!,1,great food and awesome service
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they did not expect more tip than that
A FLY was in my apple juice.. A FLY!!!!!!!!,0,a fly was in my apple juice .. a fly
The Han Nan Chicken was also very tasty.,1,the han nan chicken was also very tasty
"As for the service, I thought it was good.",1,as for the service i thought it was good
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,ryan 's bar is definitely one edinburgh establishment i will not be revisiting
Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant i have been in a while
"Overall, I like there food and the service.",1,overall i like there food and the service
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world
"Probably never coming back, and wouldn't recommend it.",0,probably never coming back and would not recommend it
"Friend's pasta -- also bad, he barely touched it.",0,friend 's pasta -- also bad he barely touched it
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,try them in the airport to experience some tasty food and speedy friendly service
I love the decor with the Chinese calligraphy wall paper.,1,i love the decor with the chinese calligraphy wall paper
Never had anything to complain about here.,1,never had anything to complain about here
The restaurant is very clean and has a family restaurant feel to it.,1,the restaurant is very clean and has a family restaurant feel to it
It was way over fried.,0,it was way over fried
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,i am not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place
"When I opened the sandwich, I was impressed, but not in a good way.",0,when i opened the sandwich i was impressed but not in a good way
Will not be back!,0,will not be back
There was a warm feeling with the service and I felt like their guest for a special treat.,1,there was a warm feeling with the service and i felt like their guest for a special treat
An extensive menu provides lots of options for breakfast.,1,an extensive menu provides lots of options for breakfast
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,i always order from the vegetarian menu during dinner which has a wide array of options to choose from
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,i have watched their prices inflate portions get smaller and management attitudes grow rapidly
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,wonderful lil tapas and the ambience made me feel all warm and fuzzy inside
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,i got to enjoy the seafood salad with a fabulous vinegrette
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,the wontons were thin not thick and chewy almost melt in your mouth
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,level 5 spicy was perfect where spice did not over-whelm the soup
We were sat right on time and our server from the get go was FANTASTIC!,1,we were sat right on time and our server from the get go was fantastic
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,main thing i did not enjoy is that the crowd is of older crowd around mid 30s and up
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,when i am on this side of town this will definitely be a spot i will hit up again
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,i had to wait over 30 minutes to get my drink and longer to get 2 arepas
This is a GREAT place to eat!,1,this is a great place to eat
The jalapeno bacon is soooo good.,1,the jalapeno bacon is soooo good
The service was poor and thats being nice.,0,the service was poor and that is being nice
"Food was good, service was good, Prices were good.",1,food was good service was good prices were good
The place was not clean and the food oh so stale!,0,the place was not clean and the food oh so stale
"The chicken dishes are OK, the beef is like shoe leather.",0,the chicken dishes are ok the beef is like shoe leather
But the service was beyond bad.,0,but the service was beyond bad
"I'm so happy to be here!!!""",1,i am so happy to be here ''
Tasted like dirt.,0,tasted like dirt
One of the few places in Phoenix that I would definately go back to again .,1,one of the few places in phoenix that i would definately go back to again
The block was amazing.,1,the block was amazing
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,it is close to my house it is low-key non-fancy affordable prices good food
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,both the hot sour the egg flower soups were absolutely 5 stars
My sashimi was poor quality being soggy and tasteless.,0,my sashimi was poor quality being soggy and tasteless
Great time - family dinner on a Sunday night.,1,great time family dinner on a sunday night
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,the food is not tasty at all not to say its `` real traditional hunan style ''
"What did bother me, was the slow service.",0,what did bother me was the slow service
The flair bartenders are absolutely amazing!,1,the flair bartenders are absolutely amazing
Their frozen margaritas are WAY too sugary for my taste.,0,their frozen margaritas are way too sugary for my taste
These were so good we ordered them twice.,1,these were so good we ordered them twice
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,so in a nutshell 1 the restaraunt smells like a combination of a dirty fish market and a sewer
My girlfriend's veal was very bad.,0,my girlfriend 's veal was very bad
"Unfortunately, it was not good.",0,unfortunately it was not good
I had a pretty satifying experience.,1,i had a pretty satifying experience
Join the club and get awesome offers via email.,1,join the club and get awesome offers via email
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,perfect for someone me who only likes beer ice cold or in this case even colder
Bland and flavorless is a good way of describing the barely tepid meat.,0,bland and flavorless is a good way of describing the barely tepid meat
"The chains, which I'm no fan of, beat this place easily.",0,the chains which i am no fan of beat this place easily
The nachos are a MUST HAVE!,1,the nachos are a must have
We will not be coming back.,0,we will not be coming back
"I don't have very many words to say about this place, but it does everything pretty well.",1,i do not have very many words to say about this place but it does everything pretty well
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff
"Great atmosphere, friendly and fast service.",1,great atmosphere friendly and fast service
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,when i received my pita it was huge it did have a lot of meat in it so thumbs up there
Once your food arrives it's meh.,0,once your food arrives it is meh
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,paying 7.85 for a hot dog and fries that looks like it came out of a kid 's meal at the wienerschnitzel is not my idea of a good meal
The classic Maine Lobster Roll was fantastic.,1,the classic maine lobster roll was fantastic
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,my brother in law who works at the mall ate here same day and guess what he was sick all night too
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,so good i am going to have to review this place twice once hereas a tribute to the place and once as a tribute to an event held here last night
"The chips and salsa were really good, the salsa was very fresh.",1,the chips and salsa were really good the salsa was very fresh
This place is great!!!!!!!!!!!!!!,1,this place is great
Mediocre food.,0,mediocre food
Once you get inside you'll be impressed with the place.,1,once you get inside you will be impressed with the place
I'm super pissd.,0,i am super pissd
And service was super friendly.,1,and service was super friendly
Why are these sad little vegetables so overcooked?,0,why are these sad little vegetables so overcooked
This place was such a nice surprise!,1,this place was such a nice surprise
They were golden-crispy and delicious.,1,they were golden-crispy and delicious
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat
I could eat their bruschetta all day it is devine.,1,i could eat their bruschetta all day it is devine
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,lastly the mozzarella sticks they were the best thing we ordered
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,the first time i ever came here i had an amazing experience i still tell people how awesome the duck was
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,the server was very negligent of our needs and made us feel very unwelcome ... i would not suggest this place
The service was terrible though.,0,the service was terrible though
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,this place is overpriced not consistent with their boba and it really is overpriced
It was packed!!,0,it was packed
I love this place.,1,i love this place
I can say that the desserts were yummy.,1,i can say that the desserts were yummy
The food was terrible.,0,the food was terrible
The seasonal fruit was fresh white peach puree.,1,the seasonal fruit was fresh white peach puree
It kept getting worse and worse so now I'm officially done.,0,it kept getting worse and worse so now i am officially done
This place should honestly be blown up.,0,this place should honestly be blown up
But I definitely would not eat here again.,0,but i definitely would not eat here again
Do not waste your money here!,0,do not waste your money here
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes
The crêpe was delicate and thin and moist.,1,the crêpe was delicate and thin and moist
Awful service.,0,awful service
Won't ever go here again.,0,will not ever go here again
Food quality has been horrible.,0,food quality has been horrible
For that price I can think of a few place I would have much rather gone.,0,for that price i can think of a few place i would have much rather gone
The service here is fair at best.,0,the service here is fair at best
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,i do love sushi but i found kabuki to be over-priced over-hip and under-services
Do yourself a favor and stay away from this dish.,0,do yourself a favor and stay away from this dish
Very poor service.,0,very poor service
No one at the table thought the food was above average or worth the wait that we had for it.,0,no one at the table thought the food was above average or worth the wait that we had for it
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,best service and food ever maria our server was so good and friendly she made our day
They were excellent.,1,they were excellent
I paid the bill but did not tip because I felt the server did a terrible job.,0,i paid the bill but did not tip because i felt the server did a terrible job
Just had lunch here and had a great experience.,1,just had lunch here and had a great experience
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor
Food is way overpriced and portions are fucking small.,0,food is way overpriced and portions are fucking small
I recently tried Caballero's and I have been back every week since!,1,i recently tried caballero 's and i have been back every week since
"for 40 bucks a head, i really expect better food.",0,for 40 bucks a head i really expect better food
The food came out at a good pace.,1,the food came out at a good pace
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,i ate there twice on my last visit and especially enjoyed the salmon salad
I won't be back.,0,i will not be back
We could not believe how dirty the oysters were!,0,we could not believe how dirty the oysters were
This place deserves no stars.,0,this place deserves no stars
I would not recommend this place.,0,i would not recommend this place
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,in fact i am going to round up to 4 stars just because she was so awesome
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,to my disbelief each dish qualified as the worst version of these foods i have ever tasted
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise
the potatoes were great and so was the biscuit.,1,the potatoes were great and so was the biscuit
I probably would not go here again.,0,i probably would not go here again
So flavorful and has just the perfect amount of heat.,1,so flavorful and has just the perfect amount of heat
The price is reasonable and the service is great.,1,the price is reasonable and the service is great
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either
My fella got the huevos rancheros and they didn't look too appealing.,0,my fella got the huevos rancheros and they did not look too appealing
"Went in for happy hour, great list of wines.",1,went in for happy hour great list of wines
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot
I probably won't be coming back here.,0,i probably will not be coming back here
Worst food/service I've had in a while.,0,worst food/service i have had in a while
"This place is pretty good, nice little vibe in the restaurant.",1,this place is pretty good nice little vibe in the restaurant
Talk about great customer service of course we will be back.,1,talk about great customer service of course we will be back
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dishes are not hot cold dishes are close to room temp.i watched staff prepare food with bare hands no gloves.everything is deep fried in oil
I love their fries and their beans.,1,i love their fries and their beans
Always a pleasure dealing with him.,1,always a pleasure dealing with him
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,they have a plethora of salads and sandwiches and everything i have tried gets my seal of approval
This place is awesome if you want something light and healthy during the summer.,1,this place is awesome if you want something light and healthy during the summer
"For sushi on the Strip, this is the place to go.",1,for sushi on the strip this is the place to go
"The service was great, even the manager came and helped with our table.",1,the service was great even the manager came and helped with our table
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,the feel of the dining room was more college cooking course than high class dining and the service was slow at best
"I started this review with two stars, but I'm editing it to give it only one.",0,i started this review with two stars but i am editing it to give it only one
this is the worst sushi i have ever eat besides Costco's.,0,this is the worst sushi i have ever eat besides costco 's
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting
My boyfriend and i sat at the bar and had a completely delightful experience.,1,my boyfriend and i sat at the bar and had a completely delightful experience
Weird vibe from owners.,0,weird vibe from owners
There was hardly any meat.,0,there was hardly any meat
I've had better bagels from the grocery store.,0,i have had better bagels from the grocery store
Go To Place for Gyros.,1,go to place for gyros
"I love the owner/chef, his one authentic Japanese cool dude!",1,i love the owner/chef his one authentic japanese cool dude
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,now the burgers are not as good the pizza which used to be amazing is doughy and flavorless
I found a six inch long piece of wire in my salsa.,0,i found a six inch long piece of wire in my salsa
"The service was terrible, food was mediocre.",0,the service was terrible food was mediocre
We definately enjoyed ourselves.,1,we definately enjoyed ourselves
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,i ordered albondigas soup which was just warm and tasted like tomato soup with frozen meatballs
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate
I had about two bites and refused to eat anymore.,0,i had about two bites and refused to eat anymore
The service was extremely slow.,0,the service was extremely slow
"After 20 minutes wait, I got a table.",0,after 20 minutes wait i got a table
Seriously killer hot chai latte.,1,seriously killer hot chai latte
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,my boyfriend tried the mediterranean chicken salad and fell in love
Their rotating beers on tap is also a highlight of this place.,1,their rotating beers on tap is also a highlight of this place
Pricing is a bit of a concern at Mellow Mushroom.,0,pricing is a bit of a concern at mellow mushroom
Worst Thai ever.,0,worst thai ever
If you stay in Vegas you must get breakfast here at least once.,1,if you stay in vegas you must get breakfast here at least once
I want to first say our server was great and we had perfect service.,1,i want to first say our server was great and we had perfect service
The pizza selections are good.,1,the pizza selections are good
"I had strawberry tea, which was good.",1,i had strawberry tea which was good
Highly unprofessional and rude to a loyal patron!,0,highly unprofessional and rude to a loyal patron
"Overall, a great experience.",1,overall a great experience
