ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
2930,1978,Master,Single,68092,0,0,16/12/2013,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0
1928,1973,Graduation,Married,31814,1,0,09/02/2013,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,3,11,0
7108,1965,Master,Widow,51390,1,1,08/09/2012,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,3,11,0
10925,1983,Graduation,Married,76630,0,0,14/01/2014,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,3,11,0
9960,1991,Basic,Single,26868,1,0,30/04/2014,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
8800,1943,PhD,Divorced,48948,0,0,01/02/2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1
9224,1972,PhD,Single,55260,0,1,12/12/2012,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,3,11,0
5519,1956,Graduation,Together,64090,0,1,07/08/2013,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,1
5046,1958,Graduation,Divorced,78331,0,1,23/01/2014,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,3,11,0
7037,1974,PhD,Married,37087,1,0,11/08/2013,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,3,11,0
905,1986,Graduation,Divorced,21846,1,0,22/10/2013,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,3,11,0
8624,1958,Graduation,Married,81320,0,0,06/02/2013,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,3,11,0
8945,1970,Graduation,Divorced,54137,0,1,16/08/2013,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,3,11,0
6445,1967,Graduation,Together,66825,0,0,14/07/2013,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,3,11,0
2727,1973,Graduation,Together,57100,0,0,04/12/2013,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,3,11,0
6404,1969,Graduation,Together,58917,1,2,24/03/2013,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,3,11,0
11074,1977,Graduation,Single,85072,0,0,09/04/2014,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,3,11,0
10150,1961,Graduation,Single,86429,0,0,21/11/2013,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,3,11,1
1968,1971,Graduation,Widow,45684,1,0,02/12/2013,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6534,1974,Graduation,Together,47889,1,0,04/01/2014,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,3,11,0
9485,1986,PhD,Married,45921,0,0,10/03/2014,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,3,11,0
7053,1966,PhD,Single,78420,0,0,29/06/2013,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,3,11,0
4654,1992,Graduation,Together,75114,0,0,07/11/2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0
9760,1963,PhD,Widow,52278,0,1,25/01/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,1
1048,1972,Master,Married,35641,1,0,14/07/2013,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,3,11,1
10619,1994,Graduation,Single,95529,0,0,03/12/2012,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,3,11,1
9308,1954,Graduation,Married,62820,0,0,11/05/2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0
10505,1960,Master,Together,73113,0,0,26/12/2013,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,3,11,0
8362,1982,PhD,Married,84169,0,0,07/08/2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1
2625,1954,2n Cycle,Single,42607,0,1,17/11/2013,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,3,11,0
4637,1954,PhD,Single,74637,0,0,18/05/2013,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,0
9972,1955,PhD,Together,46015,1,1,13/04/2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,0
4483,1993,Graduation,Single,72354,0,0,17/04/2013,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,3,11,0
4487,1969,Master,Single,39858,1,0,24/01/2013,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,3,11,1
4988,1948,PhD,Married,34469,1,1,04/05/2014,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0
8931,1986,Graduation,Together,83033,1,0,18/05/2014,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,3,11,0
5871,1979,Master,Together,24401,0,0,31/08/2012,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,3,11,0
2008,1978,Graduation,Married,77583,0,0,10/02/2014,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,3,11,0
3139,1982,2n Cycle,Single,74116,0,0,30/12/2013,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0
10037,1993,Graduation,Single,74293,0,0,04/05/2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0
10673,1976,PhD,Married,68397,0,1,17/11/2013,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,3,11,0
5303,1974,PhD,Together,79632,0,0,08/04/2014,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,3,11,0
538,1989,Graduation,Single,46107,1,0,10/02/2014,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,3,11,0
7922,1951,PhD,Single,64950,0,1,12/08/2012,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,3,11,0
5692,1989,Basic,Married,25443,1,0,22/12/2012,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0
4843,1952,Graduation,Single,75127,0,0,22/05/2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0
6383,1971,PhD,Together,32892,1,0,25/05/2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0
1628,1971,Graduation,Together,71796,0,0,24/10/2013,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,3,11,0
1204,1970,PhD,Married,67536,0,1,22/05/2013,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,3,11,0
3673,1971,Graduation,Single,55239,0,1,14/07/2013,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0
760,1975,PhD,Divorced,60554,1,0,09/08/2013,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0
8957,1952,2n Cycle,Single,64831,1,1,10/06/2013,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,3,11,0
4128,1962,PhD,Together,56067,0,1,20/07/2013,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,3,11,0
6810,1983,Graduation,Divorced,82025,0,0,28/05/2013,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,3,11,1
5386,1953,Graduation,Together,94384,0,0,04/03/2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1
8700,1986,Basic,Single,14906,0,0,22/12/2012,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,3,11,0
3202,1987,PhD,Married,51563,0,0,01/10/2012,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0
1328,1982,2n Cycle,Married,57937,0,1,16/02/2014,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,3,11,0
8405,1979,Graduation,Divorced,68274,1,1,30/09/2013,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,3,11,0
6515,1977,Graduation,Together,39771,1,0,06/12/2013,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,3,11,0
2882,1975,2n Cycle,Divorced,67893,0,1,01/10/2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,3,11,0
7574,1979,PhD,Together,27922,1,0,10/05/2014,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,3,11,0
6387,1976,PhD,Together,52190,1,1,08/05/2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,3,11,0
5320,1973,Master,Divorced,44051,1,1,29/01/2013,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,3,11,1
5048,1971,PhD,Single,42767,2,0,11/05/2013,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,3,11,0
8146,1976,Master,Together,46106,1,1,11/05/2014,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,3,11,0
10031,1976,PhD,Married,16927,1,1,10/02/2013,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,3,11,0
5748,1965,Graduation,Married,59754,0,1,01/12/2012,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,1
2134,1952,Graduation,Single,53700,0,1,17/08/2012,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,3,11,0
1523,1973,Graduation,Married,59041,1,1,07/05/2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0
9665,1957,PhD,Divorced,54237,0,1,27/04/2013,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,3,11,0
4640,1967,Graduation,Divorced,70647,0,1,21/09/2012,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,3,11,0
3635,1962,PhD,Single,52597,0,1,07/05/2014,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,3,11,0
3547,1969,Master,Together,41021,1,0,30/12/2012,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,3,11,1
2456,1975,PhD,Married,40233,0,1,14/10/2013,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,3,11,0
5633,1980,Graduation,Married,50183,1,1,25/06/2014,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0
7801,1959,Graduation,Together,54753,0,1,12/09/2013,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0
10489,1973,Graduation,Married,92955,0,0,19/08/2013,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1
7011,1973,Graduation,Married,33471,1,0,12/10/2012,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,3,11,0
2620,1974,PhD,Married,34596,1,0,13/04/2013,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1
3933,1980,Graduation,Together,44010,1,0,13/10/2012,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,3,11,0
10981,1988,Graduation,Married,84219,0,0,02/02/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0
1734,1968,PhD,Together,40706,2,1,17/01/2013,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0
10995,1988,2n Cycle,Married,15716,1,0,12/11/2012,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0
6357,1959,2n Cycle,Divorced,59052,0,1,17/11/2013,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,3,11,0
9209,1971,Master,Together,80573,0,0,14/10/2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0
10286,1962,Graduation,Married,83715,0,0,03/02/2014,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0
2611,1959,Master,Together,82576,0,0,01/08/2012,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0
1600,1965,Master,Married,56962,2,1,11/10/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0
3308,1952,Graduation,Married,35704,1,1,03/01/2014,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0
5407,1954,Graduation,Together,53103,0,1,12/09/2013,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0
2166,1960,2n Cycle,Widow,46779,1,1,12/07/2013,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,3,11,0
3955,1965,Graduation,Divorced,4861,0,0,22/06/2014,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0
6634,1979,Master,Divorced,33462,1,0,07/08/2013,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0
3056,1978,Graduation,Divorced,63693,0,1,14/10/2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0
5718,1950,Graduation,Married,80763,0,0,15/08/2013,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1
6872,1974,PhD,Married,65352,0,1,21/08/2013,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0
8164,1978,PhD,Married,82170,0,0,25/11/2013,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0
4580,1969,Graduation,Married,75759,0,0,25/10/2013,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1
9305,1976,2n Cycle,Single,79689,0,0,12/05/2013,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0
453,1956,PhD,Widow,35340,1,1,29/06/2014,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0
8545,1954,Graduation,Divorced,85683,0,0,21/03/2014,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1
9850,1972,2n Cycle,Married,24884,1,0,29/11/2012,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0
7378,1981,Master,Together,42021,1,0,31/08/2012,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0
7646,1989,Graduation,Single,64449,1,0,18/02/2014,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0
1640,1954,Graduation,Divorced,64587,1,1,22/06/2014,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0
5184,1995,Graduation,Single,34824,0,0,26/03/2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
8492,1978,Graduation,Together,75437,0,0,09/11/2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0
11188,1957,Graduation,Together,26091,1,1,25/02/2014,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0
