Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201507,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23142
201507,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12907
201507,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10937
201507,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,7665
201507,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7488
201507,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15820
201507,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15384
201507,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,3856
201507,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,3830
201507,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,159302
201507,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,157936
201507,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,3006
201507,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,11639
201507,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,14494
201507,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,156227
201507,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,154847
201507,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,36
201507,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,12769
201507,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,11687
201507,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,11704
201507,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,9970
201507,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,7656
201507,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,7758
201507,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9813
201507,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8037
201507,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,C,89861
201507,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,C,88864
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,41337
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,29672
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,286784
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,307254
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,386464
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,373526
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,144
201507,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,82017
201507,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,67631
201507,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7647
201507,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,7499
201507,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,546
201507,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,1258
201507,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,10
201507,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,11039
201507,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,908
201507,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10321
201507,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,18654
201507,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,48136
201507,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,42776
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25943
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,18655
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,11
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,167
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,6616
201507,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,183026
201507,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,177033
201507,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4825
201507,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,7478
201507,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,17879
201507,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,14202
201507,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,8701
201507,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,8247
201507,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,4354
201507,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,3254
201508,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Deplaned,Other,International,G,7893
201508,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Enplaned,Other,International,G,7860
201508,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12766
201508,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,11376
201508,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,19816
201508,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,19606
201508,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,29722
201508,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,29409
201508,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,10194
201508,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,9745
201508,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,23579
201508,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,23270
201508,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8021
201508,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7458
201508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,67853
201508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,63669
201508,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6274
201508,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5502
201508,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7851
201508,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7426
201508,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,131452
201508,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,128686
201508,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8813
201508,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7898
201508,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,22268
201508,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,22544
201508,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,22374
201508,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,19675
201508,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10122
201508,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9893
201508,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,6980
201508,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,6285
201508,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6545
201508,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5916
201508,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,32627
201508,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,29940
201508,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,5917
201508,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,5497
201508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,180010
201508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,178226
201508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,378
201508,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,18050
201508,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,16290
201508,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,14632
201508,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,12193
201508,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,9582
201508,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,6446
201508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25218
201508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25852
201508,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15706
201508,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,12605
201508,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7219
201508,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6501
201508,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,62855
201508,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,61517
201508,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12034
201508,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11510
201508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,8321
201508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7666
201508,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,24205
201508,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23096
201508,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11437
201508,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7965
201508,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,7622
201508,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7295
201508,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,16286
201508,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15705
201508,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,4345
201508,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,4101
201508,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,164617
201508,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,160952
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,2504
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10465
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,12889
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,159846
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,155585
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,44
201508,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,11244
201508,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,10257
201508,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,10805
201508,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,10131
201508,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,8356
201508,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,6376
201508,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9548
201508,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8258
201508,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,C,84588
201508,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,C,85887
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,37628
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,29304
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,284700
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,301302
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,131
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,387099
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,364880
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,175
201508,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,79756
201508,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,75292
201508,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7777
201508,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6303
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,744
201508,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,1201
201508,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,103
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,9914
201508,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,914
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13481
201508,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,20197
201508,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,45625
201508,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,44505
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,22963
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,16690
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,5026
201508,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,194329
201508,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,190563
201508,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4541
201508,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3541
201508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,16886
201508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,16156
201508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,8795
201508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,8108
201508,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,4108
201508,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,3974
201509,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Deplaned,Other,International,G,7488
201509,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Enplaned,Other,International,G,7680
201509,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,8631
201509,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,9425
201509,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,17359
201509,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,17806
201509,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,22094
201509,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,22661
201509,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9430
201509,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7125
201509,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,19873
201509,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,20515
201509,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8676
201509,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8903
201509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,57496
201509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,53542
201509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,4763
201509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5258
201509,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6869
201509,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6554
201509,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,118938
201509,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,120880
201509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7665
201509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6262
201509,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20686
201509,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,21341
201509,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,1514
201509,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,1290
201509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,18713
201509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,15635
201509,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7824
201509,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,7873
201509,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,6408
201509,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5159
201509,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6074
201509,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,4971
201509,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,26046
201509,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25626
201509,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,8965
201509,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,8399
201509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,142133
201509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,142506
201509,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14543
201509,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12907
201509,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,10515
201509,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,10065
201509,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,6374
201509,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,4361
201509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25698
201509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25516
201509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,14409
201509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,12886
201509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6306
201509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6380
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,57635
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,59332
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,720
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,695
201509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11751
201509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11669
201509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6766
201509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5679
201509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22245
201509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,22434
201509,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,International,A,166
201509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8520
201509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7284
201509,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6739
201509,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7232
201509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13956
201509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12514
201509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,3252
201509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,3254
201509,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,152472
201509,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,150286
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1454
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8105
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9654
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,149173
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,148196
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,14
201509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,7911
201509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,7294
201509,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6460
201509,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6429
201509,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,4626
201509,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,4295
201509,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,8226
201509,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8497
201509,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,C,70960
201509,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,C,75159
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,26083
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,23414
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,246806
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,271922
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,126
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,343151
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,331556
